Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Pos_X,Pos_Y,Pos_Z
0.950084399768127,-0.272704344937488,2.60361032955293,1.55544544711553,1.33196155992409,-2.30919162488712,3.35555099585798,-0.555300951864128,2.13216238732162
-1.38777429984436,1.87013310544067,-0.61978843252099,-2.09506602717195,-0.776857440451431,-4.39120833162248,4.11106192650681,-0.931310754887542,2.16629684279554
2.4025106871507,-2.76221687729639,3.12056218250706,1.87647361801047,-2.92931330722887,4.398639739025,3.741889272089,-0.328608701638386,2.06166608746849
-1.36522444837462,2.25669365443213,1.60492121167937,-0.796509402837787,1.28225282316737,0.361052601406482,3.89241426070207,-0.468018250187827,1.90145092116577
-2.73544718602327,0.226712721835194,0.861870891953897,-0.874392615086872,-3.11596646168055,2.24743210913538,3.79133752914796,-0.265358586868152,1.50763492640303
-2.57757978455776,-3.09020495724304,-2.15319734837761,0.725037368215549,-3.02776482295825,-1.16850146769713,3.77917501553602,-0.238583492448781,1.98504165999298
-2.85617575218698,2.05556682871294,1.37936912660408,-2.39018598886389,0.690588368551331,-4.61850480738553,3.4992646539226,-0.83430134781212,2.08435480504894
0.139094242696679,-0.795214722622882,2.20187925636502,-0.436790284051443,-2.1194447159137,-4.04568662376773,3.29312836611587,-0.493572360231958,2.14633222948293
-2.0579722547061,-1.96606739262424,0.951260432461175,-0.757595844846102,-1.13589803001649,3.46672765517716,4.09143691031835,-0.184424860278097,2.45862614449157
-1.16976564209435,2.38353626276239,-2.74962825891124,-2.6726945805101,0.181951729049761,-0.0329478826460807,4.06083772035032,-0.343555842244462,2.05628351091158
1.01922840276889,-2.73042934626999,-0.101825939710535,-2.58301255796901,0.370974937062305,2.62769480901058,3.28874448423477,-0.39243005013291,2.21415933293231
2.70190448666579,-0.937340964426713,-2.75113093522356,2.53046579475968,-1.5331398646432,-1.92946884376644,3.78816726256541,-0.63041135877536,1.64419402959286
-2.55421735238317,-2.3026624977643,-2.05014985007525,-1.12585908225338,-2.67094264358099,-3.34213532676075,3.89497563739928,-0.19280277600062,1.76282132440972
-2.28285281303495,-1.31853071185837,-0.47003162237593,1.63621353619794,-1.86631892480931,-3.56087941420452,3.82994347306219,-0.380546591267037,1.84726275090884
-0.865735501029827,2.63146158381057,2.67815319388201,-2.29661551455966,1.83467824321207,-4.01078030865808,3.85899477351899,-0.577229073096561,2.19007666590069
-2.23530513172801,-0.47252356260441,-1.3707280334126,-2.00854233412354,-3.0526412703485,0.495425291093262,3.58103369921709,-0.379675375688291,1.53668707428781
-2.06996111957189,1.62658041452712,0.685820145046051,1.66673705239026,0.481744941068822,0.668999522031413,3.72786632896619,-1.11324328222286,1.82590435340495
2.27209747472719,1.38317451009315,3.12234402446504,1.2775695635546,2.01559085510203,0.68238723712027,3.81337135372043,-0.61092417187175,1.97556674261376
2.75372795128784,-2.80360030487122,2.74908341098488,-2.21381808182067,1.07194947237487,1.70017830446348,3.64063359126362,-0.68550438182331,2.24512792884865
-0.0255982743530021,-1.8698255618544,-2.39373551260119,-1.90615627148277,3.05852675949658,-3.84945756026418,3.45632449724276,-0.570867120968178,1.82143400483045
1.06331763751304,-0.463101083115804,-0.129863145227333,0.702514064487274,1.87186963312024,1.12571653495083,3.47217512143221,-0.759989081022526,1.36792667462245
-2.25364180481743,2.03741128386669,2.21309888423564,2.74199963595908,1.97620052326579,-2.91220765899537,3.4355949158909,-0.810383830440112,1.80366456410661
-1.58068414404888,-1.36582468305353,1.30049049688111,2.15322015520235,-2.04167983892729,-0.114022109647595,3.69981774551154,-0.281215628869242,1.91680121570104
0.0895624007498856,-2.67792652122297,1.32558908425603,0.102493414598795,2.33901510889464,-6.00002058456515,3.92017065300214,-0.480999242615876,2.22417120459673
-1.83647552355222,-2.7007069680658,-0.88173823843813,3.12708879122539,1.69177530880162,-0.471984890144819,3.87435975496565,-0.175243935423504,1.95179436214945
2.7077460724291,1.4257180542126,-2.7041796747144,2.40047701874716,-2.52157253407629,5.08552503000594,3.53224092618627,-0.27711798652448,1.98522465739041
-1.9411901777855,0.752632966206697,1.30722676032498,-0.0710296195754601,-0.82516889639002,1.97063817289773,3.93396318691727,-0.698098086555014,1.40715233854544
0.438961064704902,1.47138230574397,-2.63482141037316,-2.97802231207184,-0.631234508821598,1.50358983191443,3.71893815867646,-0.0444411468994078,2.12958573588432
2.21017635765531,2.98692730179927,-2.91211294936806,-0.904434246451731,2.96794861812816,3.56278684976464,3.87879139755451,-0.502319215020199,2.010525072513
-2.37414035191148,2.45067711232541,1.42514363484115,1.45580437708615,2.21411922134199,-1.77828562554169,3.27414096626518,-0.836093930232366,1.95901342219795
-2.45179916030001,-1.26112106193192,1.40472973786552,-2.88716232795331,-0.922291636850059,4.84303843439534,3.94487922395847,-0.586659292658082,2.14528054716337
1.82392712581595,-3.01104964911749,0.460656521655336,2.3688400949091,-1.13443544025107,3.74181093721602,3.45085080514679,-0.454277389108513,2.12867721929246
-2.47109776345604,-2.69381302259931,0.64580648187258,2.46685619927388,-1.31606941166432,3.62899663207531,3.78744867115275,-0.607137128821083,2.1136471676764
0.966724891552885,-1.2400320643211,0.410336450428144,3.07875964736339,-2.86532128452159,-4.38648723329886,3.58659783345493,-0.791658968985505,1.95920929051288
2.1502965926109,2.60734408145484,0.670849042181498,-0.857088940124911,3.04509352603046,-3.59028073108857,3.56995875236079,-0.0380217907137548,2.16825534988092
-0.10187288212875,0.0766028277770579,2.91941090561024,-2.57073184863054,0.205099772707015,-3.91205712418812,3.71484295597557,-0.0683544148557234,1.79048524732455
0.74017531810183,1.80240465856637,0.685281047949969,-0.713526351658643,3.08815089515936,-0.312294606394653,4.09392354759007,-0.248712153719683,1.84001663420885
-1.94638428247772,-1.35085115825957,1.4195730897112,2.51456362637444,-2.71417722048297,5.08006848823654,3.67298814098185,-0.176604203277174,1.99326392106115
1.42485958214234,0.0207288443966216,1.36430576953116,1.93612901847215,2.88914158316174,3.41124405832303,3.77408147001458,-0.665624945149331,1.52731980680613
-1.29317406002729,1.36420906842472,1.26248486280354,-2.21060320927233,-2.34883368679878,2.04905215657172,3.67198409452057,-0.533315505738151,1.56273990689796
-0.0781040982732524,-1.73556956640619,-0.345325237158873,-2.22577780613999,2.29295969149454,-4.54853419313163,3.43410065127911,-0.484761005471533,1.94381259798182
-2.33675283555653,-2.51919357237055,-0.633545689358872,0.142509857845737,0.917074294423718,-3.46395251105807,4.17663215438195,-0.347738326525606,2.43387680095462
0.454099657334451,2.88162588194998,2.42047131689064,2.17994940066088,-0.131315419861642,-3.48196705511892,3.68187335831265,-0.0188654585098136,2.09522489841369
-0.207003372032243,-1.26596449828514,0.741159820791754,-0.787764650738968,1.35272837610632,-1.21708687053057,3.51515066294549,-0.202008798523117,2.12038736367921
2.07637173916242,0.566098185585723,-0.241080994576892,0.883122209681551,-2.82844047273967,1.92375093990811,3.60527975845426,-0.0768179452621707,1.70142065939918
-0.508726930348928,0.317188256420406,-1.50254197228462,-0.303727223538799,1.87113708997603,4.7035471347265,4.03223556709973,-0.556131424462477,1.50905252504957
-0.919733919574999,1.24457901021085,2.16184541027186,0.448945269349422,0.136104099261363,3.22141987301162,3.98499296728591,-0.200874343091303,1.65813501233938
2.58532863686712,-2.90711874536705,-2.21408645507951,0.107694965177081,-0.921562950397037,-5.48964530942289,3.5859138334593,-0.738765428375445,1.85077366842376
2.67934529242316,-1.80503954624612,-1.31451293966845,-0.983430472242684,2.24680316168935,-3.77412590478134,4.11456787774076,-0.616762886599272,1.99729150242034
0.277889739435685,1.33353129786462,0.795228531478143,2.82478613315535,-2.75815835070856,-4.4433623960602,3.91949820377696,-0.487710227324005,1.76862005014012
0.538415749584014,-2.1905727602661,-1.44400039368929,2.89771287151557,0.305519676184194,0.673565820207112,3.29240690232718,-0.248825752720379,1.89279864703818
1.91824193102389,-0.26038782297611,2.45126128008295,2.66091147041735,1.32252608258181,-3.43861189897879,3.64846003211487,-0.897506100155336,1.81150716222964
2.50740125295179,-0.13157254444719,-2.47043522244229,-1.92304402949439,1.49527234808075,3.13405603912258,3.65519891792661,-0.612426337851941,1.65072788122092
0.652601614408959,-1.52152618658752,2.79207877558477,-2.30450869471247,-0.524654631422857,0.91938111217379,3.49622010260653,-0.13701243805009,1.90998524517584
0.544597440510656,1.43021445574458,-0.0434870158000407,-0.605343286106152,-2.84823835068671,2.77954421457362,4.24752594395552,-0.24288907500689,1.88548495798519
0.98836002543191,-1.08909914387861,-0.602739531140316,0.847660603584762,-1.73599079888347,-5.5676678911481,3.57377954634109,-0.43447510649237,1.67030800837206
2.44714060294959,1.03636161811327,-0.241740645196698,0.0827882775207049,-1.72748240314503,-1.75103579100083,3.21639104413729,-0.148583288438733,1.98822745807034
-1.45187564812983,-1.76815180852895,-0.00582967118501454,-0.598576832240683,-0.770963593701072,4.57582263981663,3.90957942270518,0.231346592517237,1.95919897935785
2.33955838886418,1.10779072377395,-2.17778822800142,0.795744090625667,-2.31280258814809,-6.19990357753348,3.7017777306698,-0.403370316161308,1.93086217652288
2.71665070118021,2.58028707231198,-2.52335688202137,-3.0755675739406,2.58765668247846,-1.46123743842171,3.65042568436022,-0.34685277691801,1.96905978735087
1.0203865588066,-1.43120217170245,-1.18071500196846,2.33251012079683,0.689435051962934,3.58279282101945,3.33406931794953,-0.380152652085908,1.61874193421375
0.553448938614506,2.95613227146769,-2.92089985143453,2.89383801477715,0.712229382668946,1.15146106549439,3.65167489877273,-0.100934194551708,1.93835444165195
3.13008357407242,-3.04066110904821,-0.307898672880869,0.877378269777681,-1.92283518712138,-2.74070313838826,3.96339890590253,-0.486134547067088,2.18257030321673
0.292318648944086,-2.29573102390476,1.10912586412364,-2.25011719362314,2.96830597483916,-1.06545484215329,3.59361523830077,-0.602759818823721,2.21525086444787
2.68586074516306,-1.01819827574433,-1.82802457094601,-1.48093321390499,3.1034659660177,-4.08698562149415,3.84000095645763,-0.381304564412166,1.58976786106232
0.141298522473033,-2.6577535082174,-1.49229045322742,-3.12534740918901,-0.952525822550277,0.263075223687599,3.31489861390992,-0.213350414319011,2.29319442170017
0.482927007055917,0.0979707497182036,0.0399111314860363,2.3987962693838,-1.16061741353729,-0.13541187072515,3.48371139017055,-0.29368545515344,1.6910998130443
1.98217012772279,2.70716331606908,-0.84253485556714,-0.364394140921183,3.07529013720512,4.90870011579168,3.78104483737249,-0.350836466911801,2.44502354390148
1.86794911091574,-0.747117442611528,-2.15698826631144,-0.551657126887171,-0.472359672298833,4.01793247408947,3.28771428218292,-0.355427897884022,1.76810906031357
0.885519460237822,-1.21821432821065,1.27298424973883,2.11916191590769,0.961083166254628,3.51995376262019,3.09259554030184,-0.724290099176602,2.00891587210882
-2.4902842976427,-2.79352476032454,1.78565291644731,1.70423228975132,0.999909590069684,-2.85393092431397,3.60945576461094,-0.854521218488712,2.36115966022099
1.25222082588388,-2.18894193149914,2.25030104260475,-0.493948974756386,0.414815408311779,-3.38843349989978,3.36624730781752,-0.252455454868304,2.01475912838408
-1.61512382880952,-3.0429934401295,3.01119707753334,-0.60295771939767,0.328915900814494,6.14886284377232,4.066351917094,-0.391135300553939,1.94983741243616
0.171461555002106,-2.46587442157347,-1.94127617077875,-1.59325422330904,-1.12242443420949,-3.40737361135588,3.18177701050362,-0.284357819116259,1.80897858649423
-2.19520908332588,2.84993488701762,1.72826540024063,0.459753492592871,-1.33163579778426,2.77679505532542,3.63551962083678,-0.86118981463714,2.33696193826504
-0.158118130462454,-1.88573892034211,1.83532811876156,3.05593057807801,1.49082114905225,-1.91843613507151,3.3446770852931,-0.22068559646242,2.28481534220699
