Gantry_X,Gantry_Y,Gantry_Z,Pos_X,Pos_Y,Pos_Z
5.30617782,0,0,4.47279463,-0.523814005,2.97
8.067850587,0,0,7.234467398,-0.523814005,2.97
4.474114134,0,0,3.640730945,-0.523814005,2.97
4.5273255,0,0,3.69394231,-0.523814005,2.97
8.558318656,0,0,7.724935467,-0.523814005,2.97
0.311986382,0,0,-0.521396807,-0.523814005,2.97
5.260951865,0,0,4.427568675,-0.523814005,2.97
3.139261526,0,0,2.305878337,-0.523814005,2.97
3.709342181,0,0,2.875958992,-0.523814005,2.97
8.123024098,0,0,7.289640909,-0.523814005,2.97
3.210301534,0,0,2.376918344,-0.523814005,2.97
1.209558655,0,0,0.376175466,-0.523814005,2.97
7.905720731,0,0,7.072337541,-0.523814005,2.97
3.305726556,0,0,2.472343367,-0.523814005,2.97
0.808043447,0,0,-0.025339743,-0.523814005,2.97
5.121598436,0,0,4.288215247,-0.523814005,2.97
3.562863237,0,0,2.729480048,-0.523814005,2.97
5.178831619,0,0,4.34544843,-0.523814005,2.97
0.60441715,0,0,-0.228966039,-0.523814005,2.97
5.883638839,0,0,5.05025565,-0.523814005,2.97
3.804327156,0,0,2.970943967,-0.523814005,2.97
1.070739163,0,0,0.237355974,-0.523814005,2.97
1.986683678,0,0,1.153300489,-0.523814005,2.97
2.793590158,0,0,1.960206968,-0.523814005,2.97
3.335075629,0,0,2.50169244,-0.523814005,2.97
5.803765766,0,0,4.970382577,-0.523814005,2.97
5.947683182,0,0,5.114299993,-0.523814005,2.97
5.464933403,0,0,4.631550214,-0.523814005,2.97
3.874340738,0,0,3.040957549,-0.523814005,2.97
6.650653223,0,0,5.817270034,-0.523814005,2.97
7.036986402,0,0,6.203603213,-0.523814005,2.97
2.932125647,0,0,2.098742458,-0.523814005,2.97
4.923101754,0,0,4.089718565,-0.523814005,2.97
8.362825835,0,0,7.529442646,-0.523814005,2.97
6.123742945,0,0,5.290359755,-0.523814005,2.97
3.803216601,0,0,2.969833411,-0.523814005,2.97
8.15786875,0,0,7.324485561,-0.523814005,2.97
6.842706411,0,0,6.009323222,-0.523814005,2.97
8.518387723,0,0,7.685004534,-0.523814005,2.97
4.972590936,0,0,4.139207747,-0.523814005,2.97
6.417686284,0,0,5.584303095,-0.523814005,2.97
7.164326679,0,0,6.33094349,-0.523814005,2.97
4.212846911,0,0,3.379463721,-0.523814005,2.97
6.234320263,0,0,5.400937074,-0.523814005,2.97
4.991285534,0,0,4.157902345,-0.523814005,2.97
0.673076566,0,0,-0.160306623,-0.523814005,2.97
3.480895594,0,0,2.647512405,-0.523814005,2.97
7.451812209,0,0,6.61842902,-0.523814005,2.97
1.373404275,0,0,0.540021085,-0.523814005,2.97
8.167482667,0,0,7.334099478,-0.523814005,2.97
8.354618574,0,0,7.521235384,-0.523814005,2.97
0.380081867,0,0,-0.453301322,-0.523814005,2.97
1.113882914,0,0,0.280499724,-0.523814005,2.97
2.793231027,0,0,1.959847838,-0.523814005,2.97
3.466454297,0,0,2.633071108,-0.523814005,2.97
0.94531225,0,0,0.111929061,-0.523814005,2.97
4.667681515,0,0,3.834298326,-0.523814005,2.97
4.016509335,0,0,3.183126146,-0.523814005,2.97
2.147222893,0,0,1.313839703,-0.523814005,2.97
1.551936666,0,0,0.718553477,-0.523814005,2.97
6.100200143,0,0,5.266816954,-0.523814005,2.97
3.896785044,0,0,3.063401854,-0.523814005,2.97
8.470977115,0,0,7.637593926,-0.523814005,2.97
5.013507608,0,0,4.180124418,-0.523814005,2.97
5.463175649,0,0,4.62979246,-0.523814005,2.97
7.540425006,0,0,6.707041816,-0.523814005,2.97
5.471830869,0,0,4.63844768,-0.523814005,2.97
5.603522509,0,0,4.77013932,-0.523814005,2.97
4.595865401,0,0,3.762482212,-0.523814005,2.97
4.184628642,0,0,3.351245453,-0.523814005,2.97
4.616125695,0,0,3.782742506,-0.523814005,2.97
1.835988555,0,0,1.002605366,-0.523814005,2.97
5.858879502,0,0,5.025496312,-0.523814005,2.97
1.22721865,0,0,0.393835461,-0.523814005,2.97
4.685084783,0,0,3.851701594,-0.523814005,2.97
3.520572538,0,0,2.687189349,-0.523814005,2.97
6.529795733,0,0,5.696412544,-0.523814005,2.97
1.158689067,0,0,0.325305877,-0.523814005,2.97
6.683476914,0,0,5.850093725,-0.523814005,2.97
7.394112282,0,0,6.560729092,-0.523814005,2.97
4.730798979,0,0,3.89741579,-0.523814005,2.97
1.656911975,0,0,0.823528786,-0.523814005,2.97
3.404934449,0,0,2.57155126,-0.523814005,2.97
2.086467323,0,0,1.253084133,-0.523814005,2.97
0.343871519,0,0,-0.489511671,-0.523814005,2.97
8.407678246,0,0,7.574295057,-0.523814005,2.97
3.549001742,0,0,2.715618553,-0.523814005,2.97
5.449064956,0,0,4.615681767,-0.523814005,2.97
8.126921544,0,0,7.293538355,-0.523814005,2.97
5.755787297,0,0,4.922404108,-0.523814005,2.97
1.89325514,0,0,1.059871951,-0.523814005,2.97
6.025773935,0,0,5.192390745,-0.523814005,2.97
0.310612296,0,0,-0.522770893,-0.523814005,2.97
5.410005042,0,0,4.576621852,-0.523814005,2.97
0.611948644,0,0,-0.221434545,-0.523814005,2.97
4.57745094,0,0,3.744067751,-0.523814005,2.97
5.285176227,0,0,4.451793038,-0.523814005,2.97
5.716982755,0,0,4.883599566,-0.523814005,2.97
6.684316238,0,0,5.850933049,-0.523814005,2.97
5.911814736,0,0,5.078431546,-0.523814005,2.97
2.513273496,0,0,1.679890306,-0.523814005,2.97
2.724487182,0,0,1.891103992,-0.523814005,2.97
4.988974217,0,0,4.155591028,-0.523814005,2.97
4.324633356,0,0,3.491250167,-0.523814005,2.97
6.066557411,0,0,5.233174221,-0.523814005,2.97
7.535578072,0,0,6.702194883,-0.523814005,2.97
0.823400497,0,0,-0.009982693,-0.523814005,2.97
2.492046286,0,0,1.658663097,-0.523814005,2.97
5.831658862,0,0,4.998275673,-0.523814005,2.97
5.520737284,0,0,4.687354094,-0.523814005,2.97
6.241278973,0,0,5.407895784,-0.523814005,2.97
7.497987099,0,0,6.66460391,-0.523814005,2.97
5.092160705,0,0,4.258777515,-0.523814005,2.97
7.067177589,0,0,6.2337944,-0.523814005,2.97
5.479271285,0,0,4.645888095,-0.523814005,2.97
5.4475946,0,0,4.614211411,-0.523814005,2.97
1.514778966,0,0,0.681395777,-0.523814005,2.97
7.398327526,0,0,6.564944337,-0.523814005,2.97
3.903758333,0,0,3.070375143,-0.523814005,2.97
1.667006442,0,0,0.833623253,-0.523814005,2.97
4.210048659,0,0,3.376665469,-0.523814005,2.97
8.493119717,0,0,7.659736527,-0.523814005,2.97
0.268108615,0,0,-0.565274574,-0.523814005,2.97
7.468960434,0,0,6.635577245,-0.523814005,2.97
2.577130825,0,0,1.743747636,-0.523814005,2.97
4.295377319,0,0,3.461994129,-0.523814005,2.97
6.12130012,0,0,5.287916931,-0.523814005,2.97
8.569888308,0,0,7.736505119,-0.523814005,2.97
7.012348357,0,0,6.178965168,-0.523814005,2.97
6.862133127,0,0,6.028749937,-0.523814005,2.97
3.293355033,0,0,2.459971843,-0.523814005,2.97
8.52691063,0,0,7.693527441,-0.523814005,2.97
3.600156873,0,0,2.766773683,-0.523814005,2.97
8.458023389,0,0,7.6246402,-0.523814005,2.97
5.66741471,0,0,4.834031521,-0.523814005,2.97
6.677087898,0,0,5.843704708,-0.523814005,2.97
6.363565915,0,0,5.530182726,-0.523814005,2.97
4.754251228,0,0,3.920868038,-0.523814005,2.97
3.693282125,0,0,2.859898935,-0.523814005,2.97
4.451216446,0,0,3.617833257,-0.523814005,2.97
0.994857651,0,0,0.161474462,-0.523814005,2.97
4.254581413,0,0,3.421198223,-0.523814005,2.97
7.306891005,0,0,6.473507816,-0.523814005,2.97
5.026500277,0,0,4.193117087,-0.523814005,2.97
3.770143516,0,0,2.936760327,-0.523814005,2.97
6.514990467,0,0,5.681607278,-0.523814005,2.97
1.565570686,0,0,0.732187497,-0.523814005,2.97
1.033756364,0,0,0.200373175,-0.523814005,2.97
8.222568951,0,0,7.389185761,-0.523814005,2.97
8.278532359,0,0,7.44514917,-0.523814005,2.97
8.396598519,0,0,7.56321533,-0.523814005,2.97
3.424316673,0,0,2.590933484,-0.523814005,2.97
0.750070026,0,0,-0.083313163,-0.523814005,2.97
6.665376933,0,0,5.831993744,-0.523814005,2.97
2.853804021,0,0,2.020420831,-0.523814005,2.97
3.282953492,0,0,2.449570303,-0.523814005,2.97
0.874228751,0,0,0.040845561,-0.523814005,2.97
4.445674323,0,0,3.612291134,-0.523814005,2.97
8.358022486,0,0,7.524639296,-0.523814005,2.97
5.605417085,0,0,4.772033896,-0.523814005,2.97
4.035632894,0,0,3.202249705,-0.523814005,2.97
8.315083475,0,0,7.481700286,-0.523814005,2.97
3.62634799,0,0,2.792964801,-0.523814005,2.97
6.032549475,0,0,5.199166286,-0.523814005,2.97
7.996785637,0,0,7.163402448,-0.523814005,2.97
8.560154215,0,0,7.726771026,-0.523814005,2.97
5.340704054,0,0,4.507320865,-0.523814005,2.97
7.278930783,0,0,6.445547594,-0.523814005,2.97
0.138815462,0,0,-0.694567727,-0.523814005,2.97
2.976639699,0,0,2.14325651,-0.523814005,2.97
6.865974449,0,0,6.03259126,-0.523814005,2.97
2.025590418,0,0,1.192207229,-0.523814005,2.97
1.472663616,0,0,0.639280427,-0.523814005,2.97
3.657034501,0,0,2.823651311,-0.523814005,2.97
6.778632008,0,0,5.945248819,-0.523814005,2.97
6.093991744,0,0,5.260608555,-0.523814005,2.97
4.064575845,0,0,3.231192655,-0.523814005,2.97
1.131714678,0,0,0.298331489,-0.523814005,2.97
2.565913791,0,0,1.732530601,-0.523814005,2.97
7.652899438,0,0,6.819516248,-0.523814005,2.97
5.829890224,0,0,4.996507035,-0.523814005,2.97
0.456151806,0,0,-0.377231383,-0.523814005,2.97
3.038434214,0,0,2.205051025,-0.523814005,2.97
5.093037191,0,0,4.259654002,-0.523814005,2.97
4.049839848,0,0,3.216456659,-0.523814005,2.97
5.957504841,0,0,5.124121651,-0.523814005,2.97
7.767598774,0,0,6.934215585,-0.523814005,2.97
2.79488785,0,0,1.961504661,-0.523814005,2.97
0.45815596,0,0,-0.375227229,-0.523814005,2.97
8.002268125,0,0,7.168884936,-0.523814005,2.97
0.799044897,0,0,-0.034338293,-0.523814005,2.97
